"TestId","Date","Time","Name","Segment","Position","Type","Excluded","Tags","System Weight","Jump Height","Jump Momentum","Countermovement Depth","Braking RFD","Stiffness","Force at Min Displacement","Relative Force at Min Displacement","Avg. Braking Force","Avg. Relative Braking Force","Peak Braking Force","Peak Relative Braking Force","Avg. Propulsive Force","Avg. Relative Propulsive Force","Peak Propulsive Force","Peak Relative Propulsive Force","Unweighting Phase","Unweighting Phase %","Braking Phase","Braking Phase %","Propulsive Phase","Propulsive Phase %","Flight Time","Time To Takeoff","Braking Net Impulse","Propulsive Net Impulse","Positive Impulse","Positive Net Impulse","Impulse Ratio","Avg. Braking Velocity","Peak Braking Velocity","Avg. Propulsive Velocity","Takeoff Velocity","Peak Velocity","Avg. Braking Power","Avg. Relative Braking Power","Peak Braking Power","Peak Relative Braking Power","Avg. Propulsive Power","Avg. Relative Propulsive Power","Peak Relative Propulsive Power","Peak Propulsive Power","L|R Peak Braking Force","Left Force at Peak Braking Force","Right Force at Peak Braking Force","L|R Avg. Braking Force","Left Avg. Braking Force","Right Avg. Braking Force","L|R Peak Propulsive Force","Left Force at Peak Propulsive Force","Right Force at Peak Propulsive Force","L|R Avg. Propulsive Force","Left Avg. Propulsive Force","Right Avg. Propulsive Force","L|R Avg. Braking RFD","Left Avg. Braking RFD","Right Avg. Braking RFD","L|R Braking Impulse Index","L|R Propulsive Impulse Index","Time to Stabilization","Landing Height","Landing Performance Index","Landing Phase","Landing Stiffness","Peak Landing Force","Avg. Landing Force","Relative Peak Landing Force","L|R Peak Landing Force","Left Force at Peak Landing Force","Right Force at Peak Landing Force","L|R Avg. Landing Force","Left Avg. Landing Force","Right Avg. Landing Force","L|R Landing Impulse Index","RSI","mRSI","Braking Impulse","Relative Braking Impulse","Relative Braking Net Impulse","Propulsive Impulse","Relative Propulsive Impulse","Relative Propulsive Net Impulse"
"1Y5G9bjBU0vkVvSn2hYQ","03/19/2025","14:15:03","9LOWz7gMzhEWuSKLv8N6",,"","Countermovement Jump","","",685.766,0.4031,196.5845,-0.4143,4287.1287,-3742.7814,1551,226.1704,1216.3663,177.3734,1598,233.0241,1279.9277,186.642,1592,232.1492,0.301,36.0479,0.202,24.1916,0.332,39.7605,0.599,0.835,106.7433,198.0197,670.962,304.763,1.8551,-0.9974,-1.538,1.5369,2.8122,2.8957,-1093.2685,-15.6394,-1408.3836,-20.1472,1889.4635,27.0291,58.0526,4058.152,5.7572,845,753,11.7148,679.4307,536.9356,5.2764,838,754,5.9995,678.3584,601.5693,0.2309,2148.5149,2138.6139,21.0043,11.3326,"N/A",0.4747,2.0194,0.235,-1.1634,2187,622.8004,318.9134,11.294,1217,970,5.1539,327.4496,295.3508,"N/A",0.7174,0.4827,245.268,3.5086,1.527,425.694,6.0896,2.8327
"TaCAYpSeZXDAq5Ak1ZJ9","03/19/2025","14:13:24","9LOWz7gMzhEWuSKLv8N6",,"","Countermovement Jump","","",686.137,0.3965,195.0492,-0.4371,3360.8696,-3338.0959,1459,212.6397,1148.3565,167.3655,1459,212.6397,1244.2229,181.3374,1581,230.4205,0.312,34.9776,0.23,25.7848,0.35,39.2377,0.6,0.892,105.9205,196.0415,699.9215,301.962,1.8508,-0.9715,-1.5191,1.4942,2.7887,2.8741,-1017.436,-14.5467,-1352.8809,-19.3427,1804.9574,25.8063,56.8806,3978.3781,4.318,761,698,10.7125,635.687,512.6696,2.7198,812,769,5.5599,656.7,587.5229,-6.8564,1565.2174,1795.6522,19.3932,10.5192,"N/A",0.4844,1.9857,0.244,-3969.1639,2385,900.3375,347.5982,40.1258,1671,714,14.0762,513.5356,386.802,"N/A",0.6726,0.4444,263.732,3.7707,1.5144,436.1895,6.2364,2.8029
"xtjYz79C6Y1o1JLI8Iwm","03/11/2025","10:38:00","9LOWz7gMzhEWuSKLv8N6",,"","Countermovement Jump","","",663.992,0.4265,195.7948,-0.4407,3909.9099,-3478.1641,1533,230.8763,1118.036,168.3809,1533,230.8763,1228.6466,185.0394,1550,233.4365,0.304,34.7826,0.222,25.4005,0.348,39.8169,0.616,0.874,100.3608,197.2438,676.08,297.6046,1.9653,-1.0009,-1.4948,1.5966,2.8927,2.9729,-1005.2305,-14.8516,-1238.3762,-18.2961,1876.5821,27.7251,59.5896,4033.3369,9.7195,841,692,10.1787,615.9189,502.1171,3.4839,802,748,8.2646,665.0948,563.5517,6.2212,2076.5766,1833.3333,18.489,15.2884,"N/A",0.5027,2.1662,0.232,0,2097,597.1146,315.8171,10.825,1162,935,5.2002,314.0829,283.0317,"N/A",0.7048,0.488,247.767,3.6606,1.4828,428.313,6.328,2.9141
"jsA2rMyHjejo8Z5pu3dJ","03/11/2025","10:36:39","9LOWz7gMzhEWuSKLv8N6",,"","Countermovement Jump","","",665.787,0.4262,196.266,-0.4285,3550,-3380.5755,1449,217.6372,1156.6182,173.722,1450,217.7874,1223.3466,183.7444,1633,245.2736,0.301,34.4788,0.22,25.2005,0.352,40.3207,0.602,0.873,107.5899,196.9715,685.3915,304.5613,1.8308,-1.0089,-1.5861,1.5299,2.8919,2.9717,-1059.7539,-15.6149,-1419.269,-20.9121,1827.5137,26.9274,62.3575,4232.0935,7.1724,777,673,5.8462,612.1182,544.5,2.7557,839,794,7.2649,656.1108,567.2358,16.7734,2072.7273,1477.2727,11.0157,13.5413,"N/A",0.4628,1.8585,0.249,0,2367,634.5671,355.5191,32.4884,1568,799,10.4189,350.3411,284.226,"N/A",0.6896,0.4883,254.063,3.7435,1.5853,431.3285,6.3554,2.9023
"C6fubU3nxHSUHawi20YF","03/11/2025","10:34:58","9LOWz7gMzhEWuSKLv8N6",,"","Countermovement Jump","","",664.827,0.4196,194.476,-0.4534,3732.7189,-3259.369,1478,222.3135,1163.5576,175.0166,1478,222.3135,1186.0777,178.404,1634,245.7782,0.319,35.0935,0.217,23.8724,0.373,41.0341,0.61,0.909,107.815,195.14,695.203,302.9551,1.81,-1.0132,-1.5914,1.5049,2.8696,2.9522,-1069.0459,-15.7745,-1424.2142,-21.0153,1751.0929,25.8386,61.5376,4170.4246,6.7659,789,689,6.7844,621.2488,542.3088,3.7944,848,786,6.6362,632.3941,553.6836,9.6296,2046.0829,1686.6359,12.6978,12.4374,"N/A",0.493,1.941,0.254,-4117.5023,1866,899.8455,280.6745,19.507,1115,751,8.6754,488.9553,410.8902,"N/A",0.6711,0.4617,252.0825,3.7197,1.5909,443.1205,6.5386,2.8794
"3qnZJ5TPQEwuSC14CjDn","03/10/2025","12:54:27","9LOWz7gMzhEWuSKLv8N6",,"","Countermovement Jump","","",677.872,0.4082,195.5595,-0.4407,4162.6794,-3520.5125,1552,228.9518,1194.8086,176.2587,1552,228.9518,1258.4926,185.6534,1588,234.2625,0.291,34.767,0.209,24.9701,0.337,40.2628,0.613,0.837,107.6003,196.4221,674.1405,304.0224,1.8255,-1.0077,-1.5603,1.5548,2.8301,2.9192,-1085.52,-15.7094,-1400.9876,-20.2748,1877.9111,27.1767,58.9448,4073.0918,4.6392,812,740,7.9238,644.7416,550.067,3.6524,823,765,6.4186,669.635,588.8576,-11.4943,1842.1053,2320.5742,14.7422,12.0482,"N/A",0.5113,1.9516,0.262,-3448.0973,2149,764.9919,317.0215,23.6854,1329,820,-43.9537,214.3746,550.6173,"N/A",0.7324,0.4877,249.2755,3.6075,1.5572,424.865,6.1485,2.8426
"abQXePiBPeDoyQlhueQl","03/10/2025","12:52:37","9LOWz7gMzhEWuSKLv8N6",,"","Countermovement Jump","","",675.975,0.4008,193.207,-0.4562,4032.8638,-3362.0664,1534,226.9315,1211.2019,179.1785,1535,227.0794,1202.545,177.8978,1540,227.8191,0.302,34.2404,0.213,24.1497,0.367,41.61,0.596,0.882,113.5688,193.9967,699.631,307.5655,1.7082,-1.0673,-1.6504,1.534,2.8039,2.8982,-1162.0471,-16.8641,-1559.4434,-22.6312,1777.483,25.7955,57.2854,3947.3517,6.4495,817,718,13.0813,684.8216,526.3803,4.6753,806,734,7.8702,648.594,553.951,-7.7998,1859.1549,2173.7089,23.1898,14.5741,"N/A",0.4648,1.6025,0.29,0,2406,503.0237,355.9303,67.9135,2020,386,21.7224,306.1463,196.8774,"N/A",0.6757,0.4543,257.5515,3.7377,1.6482,442.0795,6.4156,2.8154
"zd90cuTNBwjaaKRkRKAs","03/10/2025","12:50:10","9LOWz7gMzhEWuSKLv8N6",,"","Countermovement Jump","","",678.438,0.4013,194.041,-0.4229,4233.6449,-3755.5238,1588,234.0671,1174.5,173.1183,1593,234.8041,1251.5457,184.4746,1598,235.5411,0.276,33.2931,0.214,25.8142,0.339,40.8926,0.601,0.829,105.7003,195.063,675.9395,300.7633,1.8454,-1.0133,-1.5336,1.5542,2.8058,2.9008,-1067.5442,-15.4364,-1323.1382,-19.1322,1860.2156,26.8981,58.9243,4075.074,9.9812,876,717,10.7753,650.528,523.972,5.8824,846,752,11.5873,698.2832,553.2625,13.9073,2411.215,1822.4299,19.4441,20.7516,"N/A",0.4811,1.7561,0.274,0,1858,546.6775,273.8644,21.5285,1129,729,15.2913,315.1357,231.5418,"N/A",0.725,0.484,250.886,3.6277,1.5284,425.0535,6.1461,2.8205
"5uSM1BS3YbMA6HBWmxuF","03/05/2025","10:35:46","9LOWz7gMzhEWuSKLv8N6",,"","Countermovement Jump","","",665.019,0.415,193.4511,-0.4153,3589.5197,-3582.2966,1488,223.753,1100.0044,165.4095,1489,223.9034,1229.218,184.8395,1605,241.3465,0.277,32.5882,0.229,26.9412,0.344,40.4706,0.596,0.85,99.1966,194.8105,675.063,294.0071,1.9639,-0.9532,-1.474,1.534,2.8537,2.9477,-955.4518,-14.0943,-1254.344,-18.5034,1825.2272,26.9248,61.0118,4135.9876,5.0369,782,707,9.9011,604.4585,495.5459,4.5483,839,766,7.7126,662.0116,567.2064,-17.2749,1484.7162,2104.8035,18.0913,14.2955,"N/A",0.4524,1.688,0.268,0,2240,554.5115,336.8325,44.375,1617,623,13.5821,314.9128,239.5987,"N/A",0.7012,0.4883,251.486,3.7098,1.4633,423.577,6.2484,2.8737
"xHlZFZXkiNu60DedfN2v","03/04/2025","15:20:27","9LOWz7gMzhEWuSKLv8N6",,"","Countermovement Jump","","",667.002,0.4285,197.1648,-0.4468,4253.5885,-3491.4434,1560,233.8824,1205.0335,180.6641,1559,233.7324,1253.7092,187.9618,1566,234.7819,0.277,33.6574,0.209,25.3949,0.337,40.9478,0.614,0.823,111.9986,198.4843,674.666,310.4829,1.7722,-1.0565,-1.6572,1.6198,2.8998,3.0006,-1151.4267,-16.9347,-1535.3622,-22.5815,1931.5045,28.4078,60.5119,4114.3292,6.2219,828,731,11.506,671.8421,533.1914,5.4917,826,740,4.6684,656.1187,597.5905,-1.2373,2100.4785,2153.11,20.6737,8.9192,"N/A",0.4925,2.0607,0.239,-0.6637,2748,531.7728,411.9928,-9.0975,1249,1499,13.3468,301.3736,230.3992,"N/A",0.7461,0.5208,251.402,3.6975,1.6472,423.264,6.2252,2.9192
"2NIeogXCkHwPZZJsTUN7","03/04/2025","15:18:12","9LOWz7gMzhEWuSKLv8N6",,"","Countermovement Jump","","",666.495,0.4196,194.941,-0.4323,4375,-3635.7183,1572,235.8607,1168.2308,175.2797,1578,236.761,1230.0925,184.5614,1572,235.8607,0.283,33.8112,0.208,24.8507,0.346,41.3381,0.598,0.837,103.903,195.7757,668.917,299.6788,1.8842,-1.0088,-1.5322,1.596,2.8693,2.9591,-1055.7457,-15.5393,-1340.5331,-19.731,1874.7229,27.5937,58.5332,3976.7691,7.2243,846,732,7.8612,630.0337,538.1971,6.4885,837,735,5.1784,646.896,583.1965,3.2967,2259.6154,2115.3846,14.5906,9.8559,"N/A",0.4524,1.7137,0.264,-2.0281,3228,641.3954,484.3247,2.3544,1652,1576,21.2574,388.8698,252.5256,"N/A",0.7145,0.5013,242.534,3.5698,1.5293,426.383,6.2758,2.8816
"1UAZI729Lp6HLVbAd8O6","02/25/2025","15:19:38","9LOWz7gMzhEWuSKLv8N6",,"","Countermovement Jump","","",666.023,0.4379,199.0267,-0.4361,4355,-3519.7948,1535,230.4725,1220.41,183.2384,1541,231.3734,1253.1357,188.152,1577,236.7786,0.294,35.2941,0.2,24.0096,0.339,40.6963,0.624,0.833,110.4389,199.7797,669.205,310.2186,1.809,-1.0441,-1.6285,1.6408,2.9315,3.0293,-1145.5084,-16.8724,-1557.6146,-22.9425,1956.1676,28.8128,61.9834,4208.1933,11.6158,860,681,14.4148,698.165,522.245,2.3462,807,770,8.9002,682.3333,570.8024,9.5293,2385,1970,25.2105,16.3356,"N/A",0.5141,2.0815,0.247,-0.4642,4589,407.8442,689.0152,3.3776,2372,2217,22.8382,250.4943,157.3499,"N/A",0.7491,0.5258,243.6435,3.5887,1.6267,425.5615,6.2682,2.9426
"gdg1mP56qCcMDY0SMeny","02/25/2025","15:17:21","9LOWz7gMzhEWuSKLv8N6",,"","Countermovement Jump","","",666.802,0.4397,199.6403,-0.4354,4419.5122,-3609.3151,1571,235.6022,1210.3366,181.5136,1571,235.6022,1252.0968,187.7764,1603,240.4012,0.284,34.2169,0.205,24.6988,0.341,41.0843,0.629,0.83,110.9661,200.3575,675.3975,311.3236,1.8056,-1.0399,-1.6337,1.6161,2.9371,3.0263,-1135.8507,-16.7107,-1488.341,-21.8965,1940.2092,28.5444,62.1555,4224.8153,7.7021,846,725,11.6924,675.9268,534.4098,5.1778,843,760,7.9095,675.566,576.5308,0.883,2229.2683,2190.2439,20.9679,14.6551,"N/A",0.5291,2.0345,0.26,-1.8749,3398,661.9416,509.5966,20.3649,2045,1353,10.2877,365.0201,296.9215,"N/A",0.7578,0.5297,247.6605,3.6436,1.6325,427.737,6.2929,2.9477
"0vr7oTNJvE1Gp7VZ3wRA","02/25/2025","15:15:18","9LOWz7gMzhEWuSKLv8N6",,"","Countermovement Jump","","",665.383,0.4475,200.9691,-0.4473,4715.736,-3553.4101,1589,238.8098,1240.7716,186.4748,1627,244.5208,1261.8402,189.6412,1589,238.8098,0.282,34.5165,0.197,24.1126,0.338,41.3709,0.621,0.817,112.8825,202.3815,671.244,315.2641,1.7929,-1.0884,-1.6758,1.6312,2.963,3.0455,-1207.6359,-17.8046,-1553.9579,-22.9106,1969.0444,29.0304,62.5635,4243.4934,10.756,901,726,11.8912,694.1574,546.6142,10.6356,879,710,6.3249,670.8254,591.0148,12.8095,2659.8985,2055.8376,21.2522,11.9188,"N/A",0.4953,1.9503,0.254,0,3201,506.299,481.0763,-0.781,1588,1613,8.502,274.6723,231.6266,"N/A",0.7601,0.5477,243.963,3.5968,1.6643,427.281,6.2996,2.9838
"RGkGcLWBVbEcub2WdRo7","02/19/2025","10:42:53","9LOWz7gMzhEWuSKLv8N6",,"","Countermovement Jump","","",664.343,0.3942,188.3382,-0.4407,3540.1786,-3312.0044,1460,219.766,1131.5089,170.32,1481,222.927,1179.4196,177.5317,1493,224.7333,0.295,33.2957,0.224,25.2822,0.367,41.4221,0.579,0.886,104.2452,189.7411,686.613,293.9863,1.8201,-1.0074,-1.5507,1.5017,2.7811,2.8674,-1032.7459,-15.25,-1331.3252,-19.659,1713.6982,25.3053,55.9794,3790.9839,12.4916,833,648,15.1686,651.5714,479.9375,4.2197,778,715,4.9096,618.6621,560.7575,1.1349,1790.1786,1750,26.3741,9.3878,"N/A",0.4221,1.5294,0.276,-0.4984,2554,418.5967,384.44,43.3046,1830,724,7.8444,225.7165,192.8802,"N/A",0.6535,0.4449,253.058,3.7368,1.5393,433.555,6.4021,2.8018
"Ee9nNw6yjt7Yc3YAdOq9","02/18/2025","15:22:08","9LOWz7gMzhEWuSKLv8N6",,"","Countermovement Jump","","",667.067,0.4204,195.2947,-0.4328,4199.0741,-3633.4326,1573,235.8084,1181.713,177.1506,1575,236.1082,1236.8192,185.4115,1571,235.5086,0.285,33.7678,0.216,25.5924,0.343,40.6398,0.605,0.844,110.704,196.1965,679.791,306.9005,1.7723,-1.0581,-1.6319,1.5933,2.872,2.9633,-1125.0202,-16.5447,-1448.8002,-21.3063,1883.2403,27.6953,59.994,4079.51,10.8571,873,702,9.2952,645.7778,535.9352,11.0121,872,699,8.0586,668.2449,568.5743,21.0584,2541.6667,1657.4074,16.9753,14.9227,"N/A",0.4689,1.8174,0.258,-1.185,2176,518.5797,326.2041,40.7169,1531,645,16.2243,301.3577,217.222,"N/A",0.7168,0.4981,254.7905,3.747,1.628,425.0005,6.2501,2.8853
"QKA0CE4WRn8lyjzzgvpu","02/18/2025","15:17:51","9LOWz7gMzhEWuSKLv8N6",,"","Countermovement Jump","","",668.892,0.4206,195.8644,-0.4242,3747.6636,-3466.9625,1471,219.9159,1180.7243,176.5194,1470,219.7664,1246.3794,186.3349,1625,242.9391,0.293,34.5927,0.214,25.2656,0.34,40.1417,0.601,0.847,109.1256,197.0592,676.751,306.1848,1.8058,-0.9893,-1.6087,1.5654,2.8726,2.9627,-1074.0044,-15.7514,-1521.4982,-22.3144,1877.2612,27.532,61.2545,4176.6205,9.5238,805,665,7.9933,637.5514,543.1729,3.6308,842,783,9.8934,684.8441,561.5353,5.4863,1976.6355,1771.028,14.8101,18.0135,"N/A",0.4615,1.7347,0.266,-4125.2901,3445,710.052,515.0308,-2.0029,1688,1757,10.3324,391.7086,318.3434,"N/A",0.7096,0.4965,252.2685,3.6998,1.6004,424.4825,6.2255,2.8901
"E89UZfEbk0tTxypMRMpg","02/18/2025","15:15:37","9LOWz7gMzhEWuSKLv8N6",,"","Countermovement Jump","","",665.834,0.4051,191.3797,-0.4107,4598.0392,-3903.5351,1603,240.7507,1185.8431,178.0989,1603,240.7507,1257.0802,188.7978,1606,241.2013,0.294,35.7664,0.204,24.8175,0.324,39.4161,0.598,0.822,105.6094,192.3508,649.5205,297.9601,1.8213,-1.0261,-1.5608,1.6047,2.8197,2.9159,-1088.4661,-16.0368,-1394.4325,-20.5447,1904.0431,28.053,57.7115,3917.0501,9.9189,881,722,9.7779,650.8971,534.9461,9.8381,882,724,7.4639,675.4537,581.6265,17.6972,2705.8824,1892.1569,17.7884,13.8962,"N/A",0.4661,2.0259,0.23,-3.9939,4045,596.9774,607.5088,2.8925,2081,1964,13.8883,339.9436,257.0338,"N/A",0.7275,0.493,241.4395,3.5572,1.556,408.081,6.0124,2.834
"vvIk9BvlyEHZLwwzUCbv","02/12/2025","13:50:39","9LOWz7gMzhEWuSKLv8N6",,"","Countermovement Jump","","",658.376,0.4298,194.897,-0.4178,3020.7469,-3323.4305,1389,210.9737,1060.0871,161.0155,1389,210.9737,1212.0199,184.0924,1568,238.1618,0.307,34.1111,0.241,26.7778,0.352,39.1111,0.599,0.9,96.4439,195.5631,682.424,292.007,2.0277,-0.9296,-1.4374,1.5373,2.904,2.9953,-899.7097,-13.4059,-1162.8669,-17.3271,1818.7695,27.1002,61.321,4115.4195,7.2714,745,644,7.7614,571.1826,488.9046,4.0816,816,752,6.9758,648.2841,563.7358,4.3956,1576.7635,1443.9834,14.4137,13.0411,"N/A",0.4506,1.81,0.249,-5671.4373,2787,802.1128,423.3143,-10.1543,1252,1535,21.4503,487.084,315.0288,"N/A",0.6656,0.4776,255.1125,3.8013,1.437,427.3115,6.3671,2.9139
"8VgUWWtnfDUsA4BKIbwP","02/11/2025","15:20:18","9LOWz7gMzhEWuSKLv8N6",,"","Countermovement Jump","","",666.953,0.4318,197.8794,-0.4348,4853.5354,-3738.8152,1626,243.7953,1259.8636,188.8984,1626,243.7953,1252.7817,187.8366,1627,243.9452,0.291,35.1449,0.198,23.913,0.339,40.942,0.605,0.828,116.9088,199.3849,674.4475,316.2937,1.7055,-1.0808,-1.7326,1.645,2.9105,2.998,-1236.1621,-18.1823,-1783.5574,-26.2338,1949.3498,28.6724,59.4601,4042.518,11.6851,908,718,9.1637,687.6566,572.2071,11.7394,909,718,7.9316,676.0737,576.708,15.2966,2797.9798,2055.5556,16.7707,14.7073,"N/A",0.458,2.1604,0.212,-5.4231,2163,591.643,324.3107,-0.5086,1076,1087,-0.2214,295.1667,296.4763,"N/A",0.7307,0.5215,248.9655,3.662,1.7196,425.482,6.2583,2.9327
"bR1JlweA8pKzDRLWEQQ3","02/11/2025","15:18:22","9LOWz7gMzhEWuSKLv8N6",,"","Countermovement Jump","","",669.129,0.4079,192.949,-0.4206,4704.6632,-3741.0708,1573,235.0817,1262.8808,188.735,1572,234.9323,1254.2508,187.4453,1587,237.174,0.289,35.5474,0.193,23.7392,0.331,40.7134,0.602,0.813,114.1346,194.4483,659.2065,308.5829,1.7037,-1.0476,-1.6858,1.5781,2.8288,2.9192,-1203.1372,-17.639,-1621.7097,-23.7756,1883.3036,27.6108,59.4892,4057.6901,8.0153,849,723,7.4909,678.7409,584.1399,3.5917,822,765,9.56,687.0785,567.1722,5.0661,2471.5026,2233.1606,13.9469,17.4368,"N/A",0.4752,2.5149,0.189,-6466.3854,3135,814.7212,468.5195,27.6555,2001,1134,28.7179,524.346,290.3752,"N/A",0.7405,0.5017,243.2765,3.5666,1.6733,415.93,6.0979,2.8508
"aX3OAROFJztUoliuCOtK","02/11/2025","15:17:29","9LOWz7gMzhEWuSKLv8N6",,"","Countermovement Jump","","",667.645,0.3891,188.0505,-0.4079,4288.4615,-3813.2656,1556,233.058,1167.1635,174.818,1557,233.2078,1248.6204,187.0186,1557,233.2078,0.284,34.8039,0.208,25.4902,0.324,39.7059,0.581,0.816,103.4508,189,647.638,292.4509,1.827,-0.9899,-1.5245,1.558,2.7631,2.8693,-1041.124,-15.2977,-1368.9487,-20.1146,1844.8984,27.1079,56.7959,3865.3928,9.6981,854,703,7.0742,624.8654,542.2981,9.6981,854,703,5.1763,656.6265,591.9938,17.0404,2509.6154,1778.8462,13.181,9.8656,"N/A",0.4343,1.7728,0.245,-4657.9843,2831,993.0079,424.0277,12.0452,1586,1245,3.1875,512.3302,480.6777,"N/A",0.712,0.4769,242.321,3.5605,1.52,405.317,5.9555,2.7771
"nBpGP4VS65Pj3r5aZ5AM","02/05/2025","14:05:37","9LOWz7gMzhEWuSKLv8N6",,"","Countermovement Jump","","",662.825,0.4249,195.0974,-0.4399,4639.5939,-3591.875,1580,238.3736,1245.6904,187.9365,1580,238.3736,1241.9911,187.3784,1581,238.5245,0.304,36.2336,0.197,23.4803,0.338,40.2861,0.597,0.839,114.3635,196.5321,665.507,310.8956,1.7185,-1.0843,-1.7044,1.6403,2.8875,2.9798,-1216.8925,-18.0104,-1604.9007,-23.753,1923.3478,28.4661,59.4058,4013.8246,8.7342,859,721,6.2082,661.5127,584.1777,8.7919,860,721,7.1928,665.6627,576.3284,8.0963,2507.6142,2131.9797,11.6867,13.4193,"N/A",0.4366,2.0889,0.209,-7274.2401,2815,699.1676,424.6973,30.6572,1839,976,9.5545,382.985,316.1827,"N/A",0.7116,0.5065,244.94,3.6252,1.6926,420.567,6.2245,2.9087
"qYDSQmcOK9o19QZ2XSNM","02/05/2025","14:03:21","9LOWz7gMzhEWuSKLv8N6",,"","Countermovement Jump","","",664.986,0.4128,192.8998,-0.4425,4900.4975,-3722.7,1647,247.6744,1235.7512,185.8312,1650,248.1255,1246.5345,187.4527,1647,247.6744,0.276,34.0741,0.201,24.8148,0.333,41.1111,0.596,0.81,114.2288,194.4602,663.7915,308.689,1.7024,-1.1154,-1.6987,1.6158,2.8457,2.9309,-1228.3128,-18.1203,-1667.5249,-24.5996,1901.5481,28.052,59.1791,4011.5453,6.5455,879,771,6.4649,657.8209,577.9303,6.3752,876,771,6.5036,663.8018,582.7327,1.7259,2492.5373,2407.9602,12.1618,12.2049,"N/A",0.4529,1.6904,0.268,-4066.4417,2355,844.5417,354.1428,12.3567,1323,1032,2.5253,432.9345,411.6071,"N/A",0.7358,0.5096,247.891,3.6569,1.6851,415.9005,6.1354,2.8687
"UELlANbvHVYFikYpAo1B","02/05/2025","14:00:54","9LOWz7gMzhEWuSKLv8N6",,"","Countermovement Jump","","",666.848,0.4056,191.767,-0.4361,5251.3089,-3832.8713,1672,250.7318,1258.6649,188.7484,1675,251.1817,1248.9273,187.2881,1671,250.5818,0.293,35.9951,0.191,23.4644,0.33,40.5405,0.596,0.814,112.5305,192.8982,652.8565,305.4287,1.7142,-1.0925,-1.6628,1.6187,2.8211,2.9028,-1220.5598,-17.9557,-1591.2785,-23.4093,1901.8369,27.9779,56.3576,3830.9858,8.0597,905,770,10.2515,693.8482,564.8168,7.7199,900,771,3.9719,649.2667,599.6606,6.0818,2785.3403,2465.9686,18.6105,7.6613,"N/A",0.4633,1.7749,0.261,-3997.8012,2607,732.7841,390.9437,20.9053,1576,1031,2.2209,374.5294,358.2547,"N/A",0.7322,0.4983,239.8985,3.5291,1.6554,412.958,6.075,2.8377
"M9zeNHMp3AgaQ43L5aYT","02/04/2025","15:15:51","9LOWz7gMzhEWuSKLv8N6",,"","Countermovement Jump","","",662.695,0.4308,196.3669,-0.4176,4297.6744,-3792.9348,1584,239.024,1175.5581,177.3905,1584,239.024,1271.3622,191.8473,1596,240.8348,0.248,31.5522,0.215,27.3537,0.323,41.0941,0.608,0.786,109.7986,197.37,663.6985,307.1686,1.7976,-1.0553,-1.6309,1.6325,2.9069,2.9918,-1117.1817,-16.5379,-1436.1979,-21.2603,1968.4085,29.1387,60.3609,4077.5577,1.8939,807,777,5.3607,619.2884,556.2698,1.1278,807,789,5.5751,671.1207,600.2415,-5.4113,2032.5581,2265.1163,10.2124,10.5398,"N/A",0.4709,1.9707,0.239,-5340.9827,2816,924.0656,424.9315,12.9261,1590,1226,14.4857,528.9615,395.1041,"N/A",0.7735,0.5479,252.278,3.7345,1.6254,411.4205,6.0903,2.9217
"nhfaU5hV4KE5GklzOZGe","02/04/2025","15:12:50","9LOWz7gMzhEWuSKLv8N6",,"","Countermovement Jump","","",662.628,0.4389,198.2358,-0.4168,4569.3069,-3816.004,1590,239.9536,1205.7129,181.9592,1590,239.9536,1286.9371,194.2171,1590,239.9536,0.294,36.1179,0.202,24.8157,0.318,39.0663,0.609,0.814,109.2351,199.3108,653.1125,308.5459,1.8246,-1.0374,-1.6236,1.6701,2.9348,3.0249,-1128.193,-16.7025,-1476.2653,-21.8556,2024.4274,29.971,60.8697,4111.5152,11.195,884,706,9.4854,660.0396,545.6733,11.5723,887,703,7.7587,693.3931,593.544,21.3434,2772.2772,1797.0297,17.2911,14.4026,"N/A",0.4671,1.9219,0.243,-5102.6514,2983,815.1179,450.1772,3.9222,1550,1433,7.6669,438.8061,376.3118,"N/A",0.7482,0.5393,243.086,3.5988,1.6172,410.0265,6.0703,2.9507
"smSzYVuy3KSfwkvF9nsq","02/04/2025","15:10:56","9LOWz7gMzhEWuSKLv8N6",,"","Countermovement Jump","","",663.062,0.4277,195.8024,-0.4303,4509.901,-3648.205,1570,236.7803,1204.2921,181.6259,1570,236.7803,1261.5518,190.2615,1574,237.3835,0.319,37.5736,0.202,23.7927,0.328,38.6337,0.617,0.849,108.8675,197.0722,657.3625,305.9396,1.8102,-1.0289,-1.6202,1.6172,2.8969,2.9779,-1121.3872,-16.5909,-1469.3937,-21.7397,1939.8735,28.7004,59.6925,4034.6418,7.1338,841,729,6.7905,643.0347,561.2574,6.6074,839,735,6.6573,672.7683,588.7835,6.4764,2400.9901,2108.9109,12.7191,12.4815,"N/A",0.5032,2.0292,0.248,-4153.0949,2950,745.7783,444.9056,17.6271,1735,1215,19.8056,446.742,299.0362,"N/A",0.7267,0.5038,242.806,3.5923,1.6107,414.5565,6.1334,2.9157
