"TestId","Date","Time","Name","Segment","Position","Type","Excluded","Tags","System Weight","Jump Height","Jump Momentum","Countermovement Depth","Braking RFD","Stiffness","Force at Min Displacement","Relative Force at Min Displacement","Avg. Braking Force","Avg. Relative Braking Force","Peak Braking Force","Peak Relative Braking Force","Avg. Propulsive Force","Avg. Relative Propulsive Force","Peak Propulsive Force","Peak Relative Propulsive Force","Unweighting Phase","Unweighting Phase %","Braking Phase","Braking Phase %","Propulsive Phase","Propulsive Phase %","Flight Time","Time To Takeoff","Braking Net Impulse","Propulsive Net Impulse","Positive Impulse","Positive Net Impulse","Impulse Ratio","Avg. Braking Velocity","Peak Braking Velocity","Avg. Propulsive Velocity","Takeoff Velocity","Peak Velocity","Avg. Braking Power","Avg. Relative Braking Power","Peak Braking Power","Peak Relative Braking Power","Avg. Propulsive Power","Avg. Relative Propulsive Power","Peak Relative Propulsive Power","Peak Propulsive Power","L|R Peak Braking Force","Left Force at Peak Braking Force","Right Force at Peak Braking Force","L|R Avg. Braking Force","Left Avg. Braking Force","Right Avg. Braking Force","L|R Peak Propulsive Force","Left Force at Peak Propulsive Force","Right Force at Peak Propulsive Force","L|R Avg. Propulsive Force","Left Avg. Propulsive Force","Right Avg. Propulsive Force","L|R Avg. Braking RFD","Left Avg. Braking RFD","Right Avg. Braking RFD","L|R Braking Impulse Index","L|R Propulsive Impulse Index","Time to Stabilization","Landing Height","Landing Performance Index","Landing Phase","Landing Stiffness","Peak Landing Force","Avg. Landing Force","Relative Peak Landing Force","L|R Peak Landing Force","Left Force at Peak Landing Force","Right Force at Peak Landing Force","L|R Avg. Landing Force","Left Avg. Landing Force","Right Avg. Landing Force","L|R Landing Impulse Index","RSI","mRSI","Braking Impulse","Relative Braking Impulse","Relative Braking Net Impulse","Propulsive Impulse","Relative Propulsive Impulse","Relative Propulsive Net Impulse"
"cXopdM2R10zAXLRNMIQD","09/06/2024","12:51:50","g9rKpsfw2V6egF5sq4eZ",,"","Countermovement Jump","","",645.243,0.2977,158.9476,-0.2205,9803.5714,-7907.2473,1743,270.1308,1331.6518,206.3799,1743,270.1308,1397.9573,216.6559,1760,272.7655,0.309,48.8924,0.112,17.7215,0.211,33.3861,0.498,0.632,76.3243,159.6692,444.407,235.9935,2.092,-0.7418,-1.1622,1.5644,2.4166,2.5318,-875.2704,-13.3072,-1246.762,-18.9552,1923.1737,29.2391,48.2519,3173.7191,-11.6466,770,973,-9.6088,601.8482,729.8036,-11.3636,780,980,-4.5852,666.9289,731.0284,-18.0328,4017.8571,5785.7143,-17.4798,-8.8226,"920",N/A,N/A,N/A,-5906.7565,1956,823.0348,303.1416,-0.409,974,982,-8.1353,378.0391,444.9957,"15.0378",0.788,0.471,148.5915,2.2591,1.1604,295.8155,4.4975,2.4275
"vzGVGDysSiMvel5tuyUk","09/06/2024","12:49:13","g9rKpsfw2V6egF5sq4eZ",,"","Countermovement Jump","","",645.85,0.2954,158.5346,-0.2456,8452.1739,-6595.9759,1619,250.6774,1352.713,209.4469,1659,256.8708,1367.5955,211.7513,1639,253.7741,0.301,47.327,0.115,18.0818,0.22,34.5912,0.499,0.636,80.7973,159.5765,456.7335,240.3738,1.975,-0.7687,-1.2338,1.5222,2.408,2.5231,-932.1896,-14.1593,-1339.5825,-20.3473,1854.115,28.1627,47.4188,3121.858,-1.6275,816,843,-10.716,603.8783,748.8348,-7.7486,756,883,-3.8359,657.5682,710.0273,4.7325,4426.087,4026.087,-19.4341,-7.4093,"N/A",N/A,N/A,N/A,-5547.8996,1832,722.1934,283.6572,-3.7118,882,950,-8.7612,329.4604,392.7329,"N/A",0.7846,0.4647,155.07,2.3554,1.2273,301.6635,4.5821,2.4239
"V75lvdtjzMpfyIsacrUF","09/04/2024","14:42:51","g9rKpsfw2V6egF5sq4eZ",,"","Countermovement Jump","","",633.062,0.3061,158.1331,-0.2494,7145.2991,-5874.0952,1465,231.4149,1279.5128,202.1149,1531,241.8405,1320.2121,208.5439,1555,245.6315,0.399,53.4137,0.117,15.6627,0.231,30.9237,0.52,0.747,75.2107,159.4482,454.9645,234.6589,2.12,-0.7201,-1.1766,1.5168,2.4504,2.5778,-837.6574,-12.9804,-1289.5848,-19.9836,1802.1963,27.927,49.7541,3210.7489,-12.6061,669,862,-11.7386,564.6581,714.8547,-14.5981,664,891,-12.1301,580.0346,740.1775,-43.5407,2017.094,5128.2051,-20.8688,-21.6558,"N/A",N/A,N/A,N/A,-5342.5017,2515,765.6798,397.2755,-38.2903,776,1739,-19.8295,306.9245,458.7553,"N/A",0.6961,0.4097,149.279,2.3132,1.1655,305.6855,4.7369,2.4708
"uzHnrRIDcnujENbzcivM","09/04/2024","14:40:23","g9rKpsfw2V6egF5sq4eZ",,"","Countermovement Jump","","",631.236,0.3269,162.9763,-0.222,6696.7213,-6537.2351,1452,230.0249,1199.1721,189.9721,1468,232.5596,1373.0045,217.5105,1656,262.3425,0.319,48.2602,0.122,18.4569,0.22,33.2829,0.521,0.661,68.8752,163.9016,448.6595,232.7768,2.3797,-0.6857,-1.0753,1.5336,2.5328,2.6526,-737.7678,-11.4656,-1079.0711,-16.7698,1909.7687,29.6796,54.8941,3532.223,-8.1744,674,794,-10.0363,539.4098,659.7623,-5.1932,785,871,-6.8122,639.7364,733.2682,-12.3623,2934.4262,3762.2951,-18.2298,-12.7682,"N/A",N/A,N/A,N/A,-8163.2639,2170,768.7856,343.77,-16.8664,902,1268,9.4302,420.6416,348.144,"N/A",0.7882,0.4947,145.886,2.2672,1.0704,302.7735,4.7054,2.5472
"wqMtoKPWgy58GYKCfT3Z","09/03/2024","14:40:34","g9rKpsfw2V6egF5sq4eZ",,"","Countermovement Jump","","",645.428,0.3233,165.7415,-0.2357,10128.4404,-7423.2233,1749,270.983,1403.1835,217.4036,1767,273.7718,1451.6602,224.9144,1751,271.2928,0.31,49.6,0.109,17.44,0.206,32.96,0.527,0.625,82.0383,166.9388,452.287,248.9772,2.0349,-0.7959,-1.2558,1.5886,2.5191,2.6255,-989.6899,-15.0425,-1437.8125,-21.8536,2042.5404,31.045,51.9601,3418.603,-9.9038,796,971,-9.5151,634.8349,768.3486,-8.9663,797,954,-4.7886,691.0728,760.5874,-10.1449,4550.4587,5577.9817,-17.3723,-9.1761,"930",N/A,N/A,N/A,-5481.9288,2261,830.5129,350.3102,-0.3981,1126,1135,-0.2544,414.2,416.3129,"0.5017",0.8432,0.5175,152.39,2.3162,1.2469,299.897,4.5582,2.5373
"663flldwp7rtVRZF38Fq","09/03/2024","14:37:59","g9rKpsfw2V6egF5sq4eZ",,"","Countermovement Jump","","",644.897,0.3185,164.3071,-0.1826,14926.3158,-11350.8921,2073,321.4467,1472.2947,228.2992,2070,320.9815,1633.491,253.2949,2127,329.8201,0.221,45.7557,0.095,19.6687,0.167,34.5756,0.52,0.483,77.8853,166.1092,412.9575,243.9945,2.1327,-0.7944,-1.2029,1.6296,2.4994,2.5919,-1012.9601,-15.4089,-1390.4506,-21.1512,2285.0932,34.7602,56.0562,3685.0631,-7.0531,962,1108,-9.9279,663.0632,809.2316,-6.6291,993,1134,-3.7079,786.4611,847.0299,-6.347,6989.4737,7936.8421,-18.0932,-7.1795,"820",N/A,N/A,N/A,-6557.6284,2329,850.6524,361.1429,-14.5556,995,1334,1.4524,431.5037,419.1488,"2.857",1.0766,0.6592,139.1505,2.1167,1.1848,273.807,4.1651,2.5268
"GN5GXiLFfDkqJkeNvarX","08/30/2024","12:55:51","g9rKpsfw2V6egF5sq4eZ",,"","Countermovement Jump","","",653.098,0.304,162.5972,-0.2217,8587.3016,-7818.6099,1734,265.5038,1284.1825,196.6294,1734,265.5038,1462.99,224.0077,1769,270.8629,0.248,43.1304,0.126,21.913,0.201,34.9565,0.5,0.575,78.9722,163.6383,456.1735,242.6105,2.0721,-0.7705,-1.1925,1.5543,2.4423,2.5538,-878.8888,-13.2015,-1236.4747,-18.5727,2006.7946,30.1435,50.6134,3369.5734,-5.6517,818,916,-0.1292,641.2619,642.9206,-5.8225,833,936,-4.3457,699.7065,763.2836,-17.3752,3547.619,5039.6825,-0.1431,-8.327,"N/A",N/A,N/A,N/A,-6057.0676,1702,767.122,260.6041,-18.0964,697,1005,-12.1073,337.122,430,"N/A",0.8696,0.5287,161.2625,2.4223,1.1862,294.911,4.4298,2.458
"NHCn5PSSdxut7EFUOuBP","08/29/2024","16:47:51","g9rKpsfw2V6egF5sq4eZ",,"","Countermovement Jump","","",651.611,0.3114,164.213,-0.255,9040,-7019.7075,1790,274.7038,1436.048,220.3842,1788,274.3968,1399.8591,214.8305,1792,275.0107,0.206,37.3866,0.125,22.686,0.22,39.9274,0.51,0.551,97.4806,165.4936,487.78,262.9742,1.6977,-0.9246,-1.4774,1.5758,2.4722,2.5752,-1182.4702,-17.8021,-1700.7171,-25.6043,1953.0367,29.403,47.9395,3184.2932,-5.7047,843,945,-4.1046,688.552,747.496,-5.1339,850,942,-2.8415,680.0409,719.8182,17.3451,5304,3736,-8.0139,-5.5444,"N/A",N/A,N/A,N/A,-5.7195,1686,585.9508,258.7433,-13.6418,728,958,-31.217,201.5172,384.4337,"N/A",0.9256,0.5654,178.932,2.6938,1.4676,308.848,4.6497,2.4915
"hpWFvRUD4qiR8rVjnJH5","08/29/2024","16:47:43","g9rKpsfw2V6egF5sq4eZ",,"","Countermovement Jump","","",651.008,0.2906,158.4376,-0.2309,8271.1864,-7072.2935,1632,250.6882,1350.678,207.4749,1632,250.6882,1399.1226,214.9164,1718,263.8984,0.264,44.4444,0.118,19.8653,0.212,35.6902,0.497,0.594,82.0646,159.4018,456.299,241.4664,1.9424,-0.7543,-1.2417,1.5445,2.3875,2.5261,-924.6416,-13.9334,-1368.988,-20.6292,1901.2019,28.6491,48.8073,3238.9317,-14.0931,701,931,-13.097,586.8898,763.7881,-9.6624,776,942,-4.0956,670.9104,728.2123,-11.2705,3669.4915,4601.6949,-23.17,-7.9288,"N/A",N/A,N/A,N/A,-5094.6637,2520,712.645,387.092,-0.6349,1252,1268,-28.829,253.5983,459.0467,"N/A",0.8367,0.4891,158.8835,2.3942,1.2366,297.4155,4.4817,2.402
"D3D2fXTRZon8cqcWUQlT","08/29/2024","16:45:37","g9rKpsfw2V6egF5sq4eZ",,"","Countermovement Jump","","",650.713,0.3033,161.8116,-0.2289,10543.1034,-8205.0472,1877,288.4528,1465.9483,225.2834,1877,288.4528,1458.535,224.1441,1927,296.1367,0.212,40.1515,0.116,21.9697,0.2,37.8788,0.51,0.528,93.9428,162.4864,462.0545,256.4292,1.7296,-0.8508,-1.4171,1.6058,2.4394,2.5499,-1127.8006,-17.0025,-1723.9224,-25.9895,2035.657,30.6891,48.8523,3240.4518,-7.4054,869,1008,-6.9039,682.3707,783.5776,-5.9678,906,1021,-6.3595,682.89,775.645,-18.5609,4293.1034,6250,-12.836,-11.955,"950",N/A,N/A,N/A,-5451.0419,2080,827.8737,319.6494,-44.2308,580,1500,-8.6347,378.1947,449.6789,"15.9046",0.9659,0.5744,169.4255,2.5542,1.4163,292.629,4.4116,2.4496
"GwvFibb4V9ro9kmshnx0","08/29/2024","16:45:26","g9rKpsfw2V6egF5sq4eZ",,"","Countermovement Jump","","",651.581,0.1859,126.8963,-0.1646,853.8462,-5301.1742,873,133.9818,725.0769,111.2796,873,133.9818,1237.3825,189.9046,1739,266.8893,0.652,57.7502,0.26,23.0292,0.217,19.2205,0.394,1.129,18.9979,127.5404,457.3425,146.5384,6.7134,-0.1949,-0.2863,1.124,1.9105,2.0733,-137.4779,-2.0698,-190.9784,-2.8753,1293.7636,19.4785,41.1463,2732.9379,-16.6094,364,509,-11.9001,319.3962,405.6808,-0.8626,862,877,-2.9198,600.6267,636.7558,-19.8198,342.3077,511.5385,-21.2616,-5.7239,"1000",N/A,N/A,N/A,-5035.3529,2928,778.401,449.3685,-0.5464,1456,1472,-3.0256,377.425,400.976,"5.8728",0.349,0.1648,188.409,2.8366,0.286,268.9335,4.049,1.9202
"ifXhZSGfPCzv8OAussNR","08/26/2024","17:20:56","g9rKpsfw2V6egF5sq4eZ",,"","Countermovement Jump","","",658.14,0.3195,167.9966,-0.2532,7525.9259,-6628.4146,1678,254.961,1264.9556,192.2016,1675,254.5051,1407.92,213.9241,1701,258.4556,0.456,55.8824,0.135,16.5441,0.225,27.5735,0.521,0.816,81.4061,169.5245,487.861,250.9306,2.0825,-0.7798,-1.2267,1.5638,2.5041,2.6094,-887.0728,-13.2224,-1218.4914,-18.1624,1967.6759,29.3295,49.2368,3303.2294,-9.2537,760,915,-16.1663,530.2296,734.7259,-8.5244,778,923,-2.526,686.1778,721.7422,5.5118,3970.3704,3555.5556,-27.927,-4.9696,"N/A",N/A,N/A,N/A,-4675.8857,1949,1047.5515,296.1376,29.8102,1265,684,5.1434,550.7155,496.836,"N/A",0.6385,0.3917,170.255,2.5378,1.2134,317.606,4.7341,2.5269
"eqxMtAPVthdAD3EIcJbx","08/26/2024","17:19:07","g9rKpsfw2V6egF5sq4eZ",,"","Countermovement Jump","","",656.241,0.3172,166.8873,-0.2149,6867.7686,-6941.6385,1491,227.2031,1249.1653,190.3516,1562,238.0223,1420.4977,216.4598,1739,264.9941,0.324,48.7952,0.121,18.2229,0.219,32.9819,0.515,0.664,71.3238,168.0997,462.5455,239.4236,2.3569,-0.6882,-1.0749,1.5047,2.4948,2.5961,-771.0692,-11.5265,-1092.5263,-16.3319,1941.6432,29.0252,50.7823,3397.0854,1.9206,796,766,-11.4662,552.9669,696.1983,-4.4278,831,908,-6.1253,666.7443,753.7534,11.6727,3834.7107,3033.0579,-20.6749,-11.5616,"N/A",N/A,N/A,N/A,-5786.2311,2124,884.0125,323.6616,-13.4652,919,1205,1.5618,448.9095,435.1031,"N/A",0.7756,0.4777,150.729,2.2532,1.0662,311.8165,4.6613,2.5129
"MxdNkcHTzEhxZfzBFyVP","08/26/2024","17:17:17","g9rKpsfw2V6egF5sq4eZ",,"","Countermovement Jump","","",657.303,0.3195,167.76,-0.2362,7647.482,-7289.9091,1722,261.9796,1201.1367,182.7371,1722,261.9796,1457.0095,221.6648,1780,270.8036,0.287,45.1258,0.139,21.8553,0.21,33.0189,0.516,0.636,75.0569,168.7839,473.2395,243.8408,2.2487,-0.7445,-1.1261,1.5862,2.5038,2.6092,-794.9733,-11.8647,-1023.6849,-15.2781,2046.4886,30.5431,50.5236,3385.253,-7.6655,795,927,-15.5392,507.2446,693.8921,-4.4944,850,930,-2.5747,709.7476,747.2619,5.7385,4043.1655,3604.3165,-26.9997,-5.0665,"N/A",N/A,N/A,N/A,-5366.3846,2920,860.5769,444.2396,6.5753,1556,1364,2.0681,439.1873,421.3896,"N/A",0.8113,0.5024,166.422,2.4838,1.1202,306.8175,4.5791,2.519
"SzwtL2EP5BAiMez5Y7lo","08/22/2024","16:42:52","g9rKpsfw2V6egF5sq4eZ",,"","Countermovement Jump","","",638.012,0.3223,163.5236,-0.2205,9697.2477,-7690.7243,1696,265.8257,1355.3945,212.4403,1736,272.0952,1468.5228,230.1717,1804,282.7533,0.375,55.0661,0.109,16.0059,0.197,28.928,0.533,0.681,77.6607,164.4431,437.3355,242.1038,2.1175,-0.776,-1.1989,1.5794,2.5143,2.6132,-923.9223,-14.2061,-1359.5396,-20.9041,2055.152,31.5998,52.8554,3437.5483,-10.1382,780,956,-12.3922,593.7156,761.6789,-8.7583,823,981,-5.8234,691.5025,777.0203,-8.2308,4449.5413,5247.7064,-22.0756,-11.0508,"N/A",N/A,N/A,N/A,-6950.786,3298,729.5839,516.9182,-2.1831,1613,1685,-17.8309,299.7464,429.8376,"N/A",0.7827,0.4731,147.204,2.2634,1.1941,290.1315,4.461,2.5285
"MLpdOijS2Kt35I0eooeW","08/22/2024","16:41:02","g9rKpsfw2V6egF5sq4eZ",,"","Countermovement Jump","","",634.12,0.3256,163.3808,-0.2098,13247.619,-9642.3492,2024,319.1825,1368.5714,215.8222,2025,319.3402,1489.5417,234.899,2024,319.1825,0.283,48.7931,0.105,18.1034,0.192,33.1034,0.521,0.58,76.4169,165.2395,429.99,241.6564,2.1623,-0.8231,-1.2015,1.6483,2.5275,2.6283,-966.3068,-14.949,-1290.9539,-19.9714,2124.7465,32.8704,52.3876,3386.3417,-1.6296,996,1029,-13.6159,591.1143,777.4571,-1.3834,998,1026,-4.3987,712.0104,777.5313,5.9669,7019.0476,6228.5714,-24.1143,-8.4041,"N/A",N/A,N/A,N/A,0,2571,463.0388,405.4438,-5.2509,1218,1353,-29.2099,163.8929,299.1459,"N/A",0.8983,0.5614,142.9995,2.2122,1.1822,286.9905,4.4398,2.5563
"mIRlhBVjpITOunMLtLt2","08/22/2024","16:39:26","g9rKpsfw2V6egF5sq4eZ",,"","Countermovement Jump","","",636.92,0.3345,166.3244,-0.207,14827.957,-9777.1074,2024,317.7793,1463.4731,229.7735,2023,317.6223,1534.8441,240.9791,2030,318.7213,0.334,54.4861,0.093,15.1713,0.186,30.3426,0.536,0.613,76.1714,168.0039,421.876,244.1753,2.2056,-0.769,-1.1898,1.6641,2.5618,2.6517,-983.9505,-15.1551,-1334.7133,-20.5576,2209.5708,34.0324,53.4958,3473.2476,-6.4755,946,1077,-13.0115,636.5269,826.9462,-6.3054,951,1079,-5.097,728.3065,806.5376,-3.4083,7161.2903,7666.6667,-23.1017,-9.712,"N/A",N/A,N/A,N/A,-0.9148,2834,574.1347,444.9538,-13.832,1221,1613,7.7827,309.4088,264.7259,"N/A",0.8744,0.5457,135.405,2.0855,1.1732,286.471,4.4123,2.5876
"3IvknquAw9dxfsQdFh2x","03/19/2025","14:16:27","goyimMoMnB8AsiQ7VjpE",,"","Countermovement Jump","","",627.035,0.3249,161.3604,-0.2898,3248.7047,-4297.752,1246,198.713,1056.6477,168.5149,1262,201.2647,1183.5567,188.7545,1452,231.566,0.246,33.6986,0.193,26.4384,0.291,39.863,0.526,0.73,82.5917,162.5578,548.6345,245.1496,1.9682,-0.808,-1.3016,1.3318,2.5245,2.6147,-787.1858,-12.3156,-1098.2638,-17.1824,1537.6799,24.0571,50.817,3248.1153,-6.6561,589,673,-4.8903,502.487,554.1606,1.1019,734,718,-1.7801,581.244,602.3127,-19.6172,1305.6995,1943.0052,-9.2776,-3.5188,"N/A",0.3487,1.25,0.279,-4194.0569,2091,709.3933,333.4742,-8.6561,955,1136,-12.818,309.2315,400.1618,"N/A",0.7205,0.445,203.6095,3.1855,1.2922,345.025,5.3979,2.5432
"ygUNl0KzVwEl2L4kOd9O","03/19/2025","14:14:38","goyimMoMnB8AsiQ7VjpE",,"","Countermovement Jump","","",627.848,0.3081,157.3928,-0.3038,3044.1176,-4119.0809,1251,199.252,1020.1961,162.4909,1257,200.2077,1138.8964,181.3968,1441,229.5141,0.277,35.0633,0.204,25.8228,0.309,39.1139,0.528,0.79,79.7245,158.5255,560.336,238.25,1.9884,-0.7854,-1.2539,1.2901,2.4592,2.5496,-739.7505,-11.5585,-1023.0155,-15.9844,1438.7314,22.4799,49.6076,3174.9256,-7.2395,583,674,-3.9756,489.8186,530.3775,-2.2901,704,737,-7.194,528.4822,610.4142,-17.5523,1254.902,1789.2157,-7.6098,-13.4039,"N/A",0.3719,1.3232,0.281,-3702.1322,1996,764.4686,317.9113,-6.8136,930,1066,2.4851,391.7331,372.7355,"N/A",0.6684,0.3902,207.8055,3.2469,1.2457,352.5305,5.5082,2.4769
"2ULzsNvlT9laM2zJG7ED","03/11/2025","10:38:29","goyimMoMnB8AsiQ7VjpE",,"","Countermovement Jump","","",618.022,0.3485,164.7262,-0.3363,3609.6257,-3834.8615,1290,208.7304,1089.9251,176.357,1305,211.1575,1134.5298,183.5743,1376,222.6458,0.272,34.9614,0.187,24.036,0.319,41.0026,0.554,0.778,87.9039,165.3905,566.0135,253.2944,1.8815,-0.8603,-1.3967,1.4079,2.6147,2.7043,-860.2407,-13.6548,-1211.7707,-19.2347,1547.6319,24.5659,51.166,3223.4134,-6.3602,611,694,-4.926,518.1176,571.8075,-0.1453,687,689,-2.6401,552.2884,582.2414,-20,1443.8503,2165.7754,-9.3438,-5.158,"N/A",0.4036,0.915,0.441,-2017.0063,2191,735.5094,354.5181,-1.141,1083,1108,3.2451,379.6887,355.8208,"N/A",0.7121,0.4479,203.474,3.2298,1.3953,362.5395,5.7547,2.6253
"JtcTFJNM7CBOXjnLKlPo","03/11/2025","10:36:03","goyimMoMnB8AsiQ7VjpE",,"","Countermovement Jump","","",619.307,0.3391,162.8587,-0.3078,3427.0833,-4137.2051,1274,205.7138,1066.0104,172.1296,1279,206.5212,1149.6688,185.638,1421,229.45,0.286,36.3868,0.192,24.4275,0.308,39.1858,0.555,0.786,85.4306,163.9759,559.06,249.4065,1.9194,-0.8376,-1.3616,1.3575,2.5797,2.6665,-823.4997,-13.0445,-1126.4265,-17.8429,1525.3312,24.1617,51.488,3250.4484,-5.3948,605,674,-5.2923,504.7969,561.2135,-2.8853,690,731,-1.6063,565.6006,584.0682,-20.6687,1359.375,2067.7083,-10.0052,-3.1736,"N/A",0.4166,1.584,0.263,-3771.3535,2223,753.5007,358.9496,1.6644,1130,1093,15.208,434.0466,319.4541,"N/A",0.7061,0.4315,204.3375,3.2368,1.3532,354.7225,5.6189,2.5974
"5PENMDsthm1vIrDQR1gN","03/10/2025","12:50:52","goyimMoMnB8AsiQ7VjpE",,"","Countermovement Jump","","",626.665,0.349,167.1434,-0.2979,3834.2246,-4505.1248,1342,214.1495,1103.0214,176.0145,1343,214.3091,1152.3679,183.889,1392,222.1283,0.277,35.422,0.187,23.913,0.318,40.665,0.567,0.782,88.7171,167.819,573.002,256.5362,1.8916,-0.8612,-1.3902,1.4229,2.6165,2.7027,-869.7711,-13.6157,-1235.565,-19.3419,1581.771,24.7615,50.9308,3253.4709,0.2234,673,670,-1.1408,545.2193,557.8021,-0.8621,690,702,-0.6334,572.5346,579.8333,-6.2762,1796.7914,2037.4332,-2.2383,-1.2697,"N/A",0.4379,N/A,N/A,-3066.0729,2243,1216.1648,357.9265,-5.2162,1063,1180,9.006,662.8464,553.3184,"N/A",0.7251,0.4462,205.9035,3.2233,1.3888,367.0985,5.7467,2.6271
"wSGYAxfPTM6tMh1ifUpT","03/10/2025","12:48:46","goyimMoMnB8AsiQ7VjpE",,"","Countermovement Jump","","",624.832,0.3185,159.2142,-0.207,4563.6364,-6665.5631,1379,220.6993,1140.0303,182.4539,1388,222.1397,1145.9542,183.402,1377,220.3792,0.246,34.3096,0.165,23.0126,0.306,42.6778,0.517,0.717,84.6272,160.1379,539.061,244.7651,1.8923,-0.8166,-1.3338,1.4335,2.4997,2.6231,-853.6212,-13.402,-1230.8402,-19.3245,1548.5037,24.3118,47.7608,3042.0487,-13.9769,597,791,-8.0184,524.3091,615.7212,-13.5802,595,782,-2.7,557.5065,588.4477,-24.0372,1733.3333,2830.303,-14.7925,-5.3074,"N/A",0.3338,1.0978,0.304,-7484.6397,1966,752.4236,314.6446,12.9196,1110,856,8.9713,409.9631,342.4605,"N/A",0.7211,0.4442,187.7245,2.9473,1.3287,351.3365,5.5161,2.5142
"y9HhxelFSzw3Dnw8RuOO","03/05/2025","10:38:00","goyimMoMnB8AsiQ7VjpE",,"","Countermovement Jump","","",630.736,0.2941,154.4614,-0.349,3442.7083,-3689.2954,1288,204.2059,1117.0365,177.1005,1302,206.4255,1143.9934,181.3744,1428,226.4022,0.264,34.8285,0.192,25.3298,0.302,39.8417,0.522,0.758,93.0302,155.6362,560.25,248.6664,1.673,-0.8634,-1.4558,1.285,2.4024,2.497,-899.4172,-13.9889,-1338.9671,-20.8253,1427.3556,22.2,47.2486,3037.8599,-0.9217,645,657,-1.1792,551.9323,565.1042,-0.4202,711,717,-2.5697,557.298,586.6954,-18.3056,1406.25,2036.4583,-2.2729,-5.0086,"N/A",0.3724,1.3111,0.284,-2922.5372,1853,741.8805,293.7838,38.694,1285,568,-19.8231,297.4083,444.4722,"N/A",0.6887,0.3881,214.1315,3.3304,1.4469,346.1185,5.3833,2.4207
"obPPPUlbAPJabQTelNhy","03/05/2025","10:34:08","goyimMoMnB8AsiQ7VjpE",,"","Countermovement Jump","","",630.384,0.2908,153.5044,-0.3366,2337.6623,-3485.8368,1173,186.0771,954.7013,151.4476,1172,185.9184,1120.672,177.7761,1470,233.1912,0.268,32.9643,0.231,28.4133,0.314,38.6224,0.521,0.813,74.6443,154.5229,572.7265,229.1672,2.0701,-0.7345,-1.168,1.22,2.3888,2.4861,-652.7839,-10.1586,-899.2502,-13.9941,1355.2943,21.091,48.2125,3098.106,-1.8771,575,597,4.6514,499.5541,455.1472,1.9048,749,721,1.4064,568.2166,552.4554,-11.1111,1038.961,1298.7013,8.9247,2.747,"880",0.3749,1.33,0.282,-2827.7257,2585,829.0205,410.0675,7.234,1386,1199,-10.0129,373.0057,456.0148,"18.1978",0.6408,0.3578,220.263,3.4277,1.1616,352.4635,5.485,2.4047
"PxEtsaHiw1fyH5tONFyd","03/04/2025","15:22:46","goyimMoMnB8AsiQ7VjpE",,"","Countermovement Jump","","",626.639,0.3533,168.2055,-0.3129,4076.087,-4359.2369,1364,217.6692,1119.7989,178.6992,1382,220.5417,1172.945,187.1803,1433,228.6803,0.24,32.7422,0.184,25.1023,0.309,42.1555,0.548,0.733,90.3539,169.4725,568.7595,259.8265,1.8757,-0.895,-1.4253,1.4151,2.6332,2.7198,-913.4508,-14.3,-1251.2817,-19.5887,1606.0729,25.143,52.8698,3377.1948,3.0391,712,670,2.2554,572.5272,547.2717,-1.0468,709,724,-2.4699,571.9871,600.9579,5.0667,2141.3043,1934.7826,4.4105,-4.7865,"N/A",0.379,1.2714,0.298,-3837.3861,1668,751.1038,266.182,4.0767,868,800,8.0869,405.9225,345.1814,"N/A",0.7476,0.4821,205.6555,3.2195,1.4145,363.104,5.6844,2.6531
"Q3zcA97aqLqnMSy42ZRk","03/04/2025","15:21:04","goyimMoMnB8AsiQ7VjpE",,"","Countermovement Jump","","",631.691,0.317,160.582,-0.3325,3719.7802,-3931.1217,1307,206.905,1139.3791,180.3697,1342,212.4456,1192.1045,188.7164,1491,236.0331,0.235,33.3807,0.182,25.8523,0.287,40.767,0.54,0.704,92.0557,161.4797,549.7985,253.5354,1.7542,-0.874,-1.4341,1.3386,2.4938,2.601,-915.9098,-14.2238,-1314.5399,-20.4145,1545.9822,24.0087,50.723,3266.1847,4.3219,700,642,5.6976,602.1484,537.2308,1.945,760,731,3.2104,615.1882,576.9164,1.9202,1895.6044,1824.1758,10.7932,6.2126,"N/A",0.3947,1.3028,0.303,-2558.1659,1640,762.5122,259.6206,12.6829,924,716,10.4477,421.0884,341.4238,"N/A",0.767,0.4502,207.0235,3.215,1.4296,342.775,5.3232,2.5077
"r4w9zpcl8yl7wZL6q0cE","03/04/2025","15:18:22","goyimMoMnB8AsiQ7VjpE",,"","Countermovement Jump","","",626.013,0.3371,164.1194,-0.3548,4243.0939,-3939.6661,1398,223.318,1144.3646,182.8021,1402,223.957,1166.3882,186.3201,1420,226.8324,0.261,34.9866,0.181,24.2627,0.304,40.7507,0.559,0.746,93.4326,164.948,561.997,258.3807,1.7654,-0.9076,-1.4679,1.3826,2.5718,2.6424,-947.9919,-14.8556,-1303.9406,-20.4335,1562.3222,24.4825,51.0265,3256.1943,3.9943,729,673,5.1745,601.7901,542.5746,-0.8451,704,716,-1.5946,573.8947,592.4934,0.2604,2127.0718,2116.0221,9.8566,-3.1092,"N/A",0.428,1.7052,0.251,-3328.2037,2542,787.2083,406.0619,6.2156,1350,1192,-5.8381,370.625,416.5833,"N/A",0.7493,0.4519,206.741,3.2398,1.4641,355.256,5.5671,2.5848
